Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,FG%.1,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Performance
R.J. Hampton,PG,21.0,TOT,28.0,0.0,13.9,1.8,4.3,0.425,"0,425",0.6,2.0,0.321,1.2,2.3,0.516,0.5,1.1,1.3,0.838,0.3,1.3,1.6,1.3,0.6,0.2,0.8,0.8,5.4,Bad
R.J. Hampton,PG,21.0,ORL,26.0,0.0,13.9,1.9,4.4,0.439,"0,439",0.7,2.0,0.34,1.2,2.3,0.525,0.518,1.2,1.4,0.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,0.8,5.7,Bad
R.J. Hampton,PG,21.0,DET,2.0,0.0,14.0,0.5,3.0,0.167,"0,167",0.0,1.5,0.0,0.5,1.5,0.333,0.167,0.0,0.0,,0.0,2.5,2.5,0.5,1.0,0.5,0.5,0.5,1.0,Bad
Tim Hardaway Jr.,SG,30.0,DAL,56.0,37.0,30.1,4.7,12.3,0.38,"0,380",2.9,7.9,0.36,1.8,4.3,0.417,0.497,1.8,2.3,0.756,0.3,3.3,3.6,1.7,0.7,0.1,0.9,1.6,13.9,Bad
James Harden,PG,33.0,PHI,44.0,44.0,36.7,6.5,14.5,0.45,"0,450",2.9,7.3,0.393,3.7,7.3,0.508,0.548,5.6,6.5,0.864,0.5,5.6,6.2,10.7,1.3,0.6,3.4,2.0,21.6,Good
Jaden Hardy,SG,20.0,DAL,32.0,0.0,11.6,2.2,5.1,0.423,"0,423",0.8,2.3,0.342,1.4,2.8,0.489,0.5,1.3,1.5,0.875,0.1,1.3,1.3,0.8,0.3,0.1,0.8,1.3,6.4,Bad
Ron Harper Jr.,SF,22.0,TOR,4.0,0.0,3.5,1.0,1.8,0.571,"0,571",0.5,1.0,0.5,0.5,0.8,0.667,0.714,0.0,0.0,,0.3,0.3,0.5,0.0,0.0,0.0,0.0,0.0,2.5,Bad
Montrezl Harrell,C,29.0,PHI,50.0,7.0,12.5,2.2,3.7,0.605,"0,605",0.0,0.0,0.0,2.2,3.7,0.612,0.605,1.2,1.7,0.694,1.2,1.6,2.8,0.6,0.3,0.5,0.6,1.5,5.7,Bad
Gary Harris,SG,28.0,ORL,33.0,27.0,24.8,3.0,6.3,0.471,"0,471",1.9,4.2,0.446,1.1,2.1,0.522,0.62,0.8,0.8,0.893,0.5,1.6,2.1,1.2,0.9,0.2,0.7,2.0,8.6,Bad
Joe Harris,SG,31.0,BRK,53.0,32.0,23.5,3.0,6.7,0.456,"0,456",2.0,4.8,0.413,1.1,1.9,0.566,0.605,0.3,0.5,0.625,0.4,2.2,2.5,1.6,0.5,0.2,0.7,2.4,8.3,Bad
Kevon Harris,SG,25.0,ORL,27.0,0.0,12.4,1.2,2.9,0.416,"0,416",0.4,1.0,0.393,0.8,1.8,0.429,0.487,0.8,1.0,0.815,0.9,1.1,2.0,0.4,0.5,0.1,0.6,1.3,3.6,Bad
Tobias Harris,PF,30.0,PHI,56.0,56.0,33.7,6.1,12.2,0.498,"0,498",1.8,4.7,0.38,4.3,7.5,0.572,0.571,1.4,1.6,0.856,0.9,4.9,5.8,2.5,1.0,0.5,1.3,2.0,15.3,Bad
Josh Hart,SF-SG,27.0,TOT,57.0,51.0,32.7,3.7,7.2,0.517,"0,517",0.8,2.3,0.351,2.9,4.9,0.594,0.573,1.7,2.4,0.731,1.8,6.1,7.9,3.8,1.1,0.2,1.5,2.6,10.0,Bad
Josh Hart,SF,27.0,POR,51.0,51.0,33.4,3.6,7.1,0.504,"0,504",0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,Bad
Josh Hart,SG,27.0,NYK,6.0,0.0,26.3,5.0,8.2,0.612,"0,612",2.0,3.2,0.632,3.0,5.0,0.6,0.735,1.8,2.5,0.733,1.5,3.8,5.3,3.2,1.2,0.5,1.2,2.2,13.8,Bad
Isaiah Hartenstein,C,24.0,NYK,63.0,7.0,19.6,2.2,4.1,0.521,"0,521",0.1,0.5,0.235,2.0,3.6,0.564,0.536,0.6,0.8,0.755,2.8,3.8,6.6,0.9,0.6,0.8,0.8,2.6,5.1,Bad
Udonis Haslem,C,42.0,MIA,6.0,1.0,7.7,0.2,2.0,0.083,"0,083",0.0,0.3,0.0,0.2,1.7,0.1,0.083,0.2,0.3,0.5,0.7,0.7,1.3,0.0,0.2,0.2,0.0,1.3,0.5,Bad
Sam Hauser,PF,25.0,BOS,60.0,4.0,15.6,2.2,4.8,0.455,"0,455",1.7,4.0,0.414,0.5,0.8,0.653,0.627,0.2,0.3,0.667,0.5,2.1,2.5,0.7,0.3,0.3,0.3,1.3,6.2,Bad
Jaxson Hayes,C,22.0,NOP,35.0,2.0,13.3,1.8,3.4,0.534,"0,534",0.1,0.7,0.115,1.7,2.6,0.652,0.547,1.2,1.7,0.672,0.9,2.1,2.9,0.7,0.5,0.3,0.6,1.4,4.9,Bad
Killian Hayes,PG,21.0,DET,58.0,39.0,27.1,3.8,10.2,0.369,"0,369",1.2,3.8,0.3,2.6,6.3,0.41,0.426,0.8,1.0,0.817,0.3,2.4,2.7,5.9,1.3,0.4,2.0,3.0,9.5,Bad
Gordon Hayward,SF,32.0,CHO,37.0,37.0,31.3,5.5,11.6,0.472,"0,472",1.0,3.2,0.319,4.4,8.4,0.531,0.516,2.6,3.2,0.817,0.7,3.7,4.4,3.7,0.9,0.2,1.9,1.4,14.6,Bad
Juancho Hernangómez,PF,27.0,TOR,42.0,10.0,14.6,1.1,2.7,0.421,"0,421",0.4,1.6,0.254,0.7,1.1,0.66,0.496,0.2,0.4,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1.0,2.9,Bad
Willy Hernangómez,C,28.0,NOP,30.0,0.0,12.8,2.6,4.8,0.535,"0,535",0.1,0.3,0.2,2.5,4.5,0.56,0.542,2.4,3.0,0.78,1.7,3.4,5.1,0.9,0.4,0.4,1.1,1.7,7.6,Bad
Tyler Herro,SG,23.0,MIA,48.0,48.0,35.4,7.4,17.1,0.432,"0,432",3.0,8.2,0.371,4.4,8.9,0.488,0.521,2.6,2.9,0.92,0.5,5.2,5.7,4.3,0.9,0.3,2.4,1.7,20.5,Good
Buddy Hield,SF,30.0,IND,62.0,62.0,32.1,6.1,13.6,0.452,"0,452",3.8,9.0,0.425,2.3,4.6,0.507,0.593,1.3,1.5,0.86,0.8,4.1,4.9,2.7,1.2,0.3,1.8,2.0,17.4,Bad
Haywood Highsmith,SF,26.0,MIA,44.0,9.0,19.4,1.8,4.3,0.426,"0,426",0.8,2.3,0.356,1.0,2.0,0.506,0.521,0.3,0.5,0.458,1.0,2.7,3.7,0.7,0.8,0.3,0.8,1.6,4.8,Bad
George Hill,PG,36.0,TOT,36.0,0.0,18.8,1.6,3.7,0.447,"0,447",0.6,2.1,0.311,1.0,1.6,0.621,0.534,0.9,1.3,0.739,0.4,1.5,1.9,2.5,0.6,0.1,0.8,1.1,4.9,Bad
George Hill,PG,36.0,MIL,35.0,0.0,19.1,1.7,3.8,0.447,"0,447",0.7,2.1,0.311,1.0,1.7,0.621,0.534,1.0,1.3,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5.0,Bad
George Hill,PG,36.0,IND,1.0,0.0,10.0,0.0,0.0,,"0,000",0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bad
Malcolm Hill,SF,27.0,CHI,5.0,0.0,1.8,0.4,0.8,0.5,"0,500",0.2,0.6,0.333,0.2,0.2,0.001,0.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,Bad
Aaron Holiday,PG,26.0,ATL,51.0,5.0,14.3,1.5,3.7,0.415,"0,415",0.6,1.5,0.413,0.9,2.2,0.416,0.497,0.5,0.5,0.857,0.4,0.9,1.3,1.3,0.5,0.2,0.6,1.3,4.1,Bad
Jrue Holiday,PG,32.0,MIL,49.0,47.0,33.0,7.5,16.0,0.469,"0,469",2.5,6.4,0.384,5.0,9.6,0.526,0.546,2.4,2.8,0.859,1.2,4.0,5.2,7.1,1.3,0.4,3.0,1.9,19.8,Bad
Justin Holiday,SG,33.0,TOT,30.0,1.0,15.4,1.8,4.6,0.401,"0,401",1.2,3.3,0.378,0.6,1.3,0.462,0.536,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.4,4.9,Bad
Justin Holiday,SG,33.0,ATL,28.0,0.0,14.7,1.7,4.5,0.384,"0,384",1.1,3.1,0.345,0.6,1.4,0.474,0.504,0.0,0.0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5,Bad
Justin Holiday,SG,33.0,DAL,2.0,1.0,25.0,3.5,6.0,0.583,"0,583",3.5,5.5,0.636,0.0,0.5,0.0,0.875,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.5,0.0,2.5,10.5,Bad
Richaun Holmes,C,29.0,SAC,34.0,1.0,8.9,1.4,2.0,0.681,"0,681",0.1,0.1,0.75,1.3,1.9,0.677,0.703,0.4,0.5,0.824,0.7,1.4,2.1,0.1,0.1,0.3,0.4,1.3,3.3,Bad
Al Horford,C,36.0,BOS,48.0,48.0,30.7,3.5,7.5,0.472,"0,472",2.1,4.9,0.43,1.4,2.6,0.553,0.613,0.3,0.4,0.722,1.2,4.9,6.1,2.7,0.5,0.9,0.6,1.9,9.4,Bad
Talen Horton-Tucker,SG,22.0,UTA,48.0,3.0,17.1,2.8,7.1,0.4,"0,400",0.7,2.7,0.266,2.1,4.4,0.481,0.45,1.4,1.9,0.753,0.5,2.2,2.6,3.0,0.6,0.5,1.4,1.6,7.8,Bad
Danuel House Jr.,SF,29.0,PHI,37.0,2.0,14.8,1.5,3.2,0.458,"0,458",0.6,1.9,0.333,0.8,1.3,0.646,0.558,0.8,1.1,0.7,0.2,1.5,1.8,0.7,0.2,0.2,0.4,1.2,4.4,Bad
Caleb Houstan,SF,20.0,ORL,34.0,2.0,16.1,1.5,3.6,0.41,"0,410",1.0,2.5,0.388,0.5,1.1,0.459,0.545,0.3,0.4,0.846,0.7,1.5,2.2,0.5,0.2,0.1,0.4,1.4,4.2,Bad
Trevor Hudgins,PG,23.0,HOU,5.0,0.0,5.6,0.4,1.8,0.222,"0,222",0.4,1.6,0.25,0.0,0.2,0.0,0.333,0.6,0.6,0.001,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8,Bad
Kevin Huerter,SG,24.0,SAC,57.0,57.0,30.1,5.4,11.3,0.477,"0,477",2.6,6.7,0.387,2.8,4.6,0.608,0.592,1.3,1.8,0.699,0.6,2.8,3.4,2.9,1.1,0.3,1.4,2.5,14.6,Bad
De'Andre Hunter,SF,25.0,ATL,51.0,51.0,31.7,5.6,12.2,0.46,"0,460",1.6,4.3,0.367,4.0,7.8,0.511,0.525,2.9,3.5,0.83,0.6,3.7,4.3,1.4,0.5,0.2,1.2,3.0,15.6,Bad
Bones Hyland,PG,22.0,TOT,45.0,1.0,19.3,4.0,10.1,0.398,"0,398",2.1,5.6,0.38,1.9,4.6,0.42,0.502,1.7,2.0,0.854,0.3,1.8,2.1,2.9,0.7,0.3,1.6,1.6,11.8,Bad
Bones Hyland,PG,22.0,DEN,42.0,1.0,19.5,4.1,10.3,0.399,"0,399",2.2,5.7,0.378,2.0,4.6,0.425,0.503,1.7,2.0,0.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,1.6,12.1,Bad
Bones Hyland,PG,22.0,LAC,3.0,0.0,15.7,2.7,7.0,0.381,"0,381",1.3,3.0,0.444,1.3,4.0,0.333,0.476,1.7,2.3,0.714,1.7,1.3,3.0,1.7,0.7,0.0,1.0,2.3,8.3,Bad
Serge Ibaka,C,33.0,MIL,16.0,0.0,11.6,1.6,3.4,0.481,"0,481",0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,Bad
Andre Iguodala,SF,39.0,GSW,3.0,0.0,14.0,1.0,1.3,0.75,"0,750",0.3,0.7,0.5,0.7,0.7,0.001,0.875,0.0,0.0,,0.3,2.0,2.3,1.7,0.3,0.3,1.7,1.7,2.3,Bad
Joe Ingles,SF,35.0,MIL,27.0,0.0,22.6,2.1,5.4,0.381,"0,381",1.4,4.3,0.336,0.6,1.1,0.548,0.514,0.4,0.6,0.8,0.3,2.6,2.9,3.0,0.6,0.1,1.1,1.7,6.0,Bad
Brandon Ingram,SF,25.0,NOP,27.0,27.0,32.7,8.2,17.9,0.459,"0,459",1.7,4.1,0.405,6.5,13.7,0.474,0.505,4.9,5.5,0.879,0.4,4.6,5.0,4.7,0.7,0.4,3.3,2.6,22.9,Good
Kyrie Irving,PG,30.0,TOT,46.0,46.0,36.9,9.9,20.2,0.489,"0,489",3.3,8.6,0.378,6.6,11.6,0.571,0.569,4.0,4.4,0.897,1.0,4.1,5.1,5.4,1.0,0.8,2.3,2.8,27.0,Good
Kyrie Irving,PG,30.0,BRK,40.0,40.0,37.0,10.0,20.5,0.486,"0,486",3.3,8.7,0.374,6.7,11.8,0.569,0.565,4.0,4.5,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,Good
Kyrie Irving,PG,30.0,DAL,6.0,6.0,36.8,9.3,18.3,0.509,"0,509",3.3,8.2,0.408,6.0,10.2,0.59,0.6,4.2,4.2,0.001,1.5,3.7,5.2,6.5,1.0,0.5,2.3,3.2,26.2,Good
Jonathan Isaac,PF,25.0,ORL,11.0,0.0,11.3,2.0,4.8,0.415,"0,415",0.5,1.4,0.4,1.5,3.5,0.421,0.472,0.5,0.8,0.556,1.4,2.6,4.0,0.5,1.3,0.4,0.4,0.5,5.0,Bad
Jaden Ivey,SG,20.0,DET,57.0,56.0,30.1,5.2,12.4,0.42,"0,420",1.4,4.2,0.336,3.8,8.2,0.464,0.477,3.5,4.8,0.725,1.0,2.9,3.9,4.7,0.9,0.3,2.8,3.1,15.3,Bad
Isaiah Jackson,C,21.0,IND,45.0,5.0,15.3,2.6,4.6,0.573,"0,573",0.0,0.3,0.167,2.6,4.3,0.598,0.578,1.5,2.3,0.648,1.4,2.5,3.9,0.9,0.4,1.5,0.9,2.2,6.8,Bad
Jaren Jackson Jr.,C,23.0,MEM,42.0,42.0,27.2,5.9,12.0,0.493,"0,493",1.5,4.4,0.348,4.4,7.6,0.576,0.556,3.3,4.2,0.787,1.7,5.0,6.6,0.9,1.1,3.2,1.5,3.4,16.7,Bad
Justin Jackson,SF,27.0,BOS,23.0,0.0,4.7,0.3,1.2,0.259,"0,259",0.2,0.9,0.25,0.1,0.3,0.286,0.352,0.0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,Bad
Quenton Jackson,PG,24.0,WAS,3.0,0.0,2.7,0.7,1.0,0.667,"0,667",0.3,0.7,0.5,0.3,0.3,0.001,0.833,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.7,Bad
Reggie Jackson,PG,32.0,TOT,55.0,38.0,25.3,4.0,9.7,0.413,"0,413",1.5,4.3,0.349,2.5,5.5,0.463,0.49,1.2,1.3,0.914,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.7,Bad
Reggie Jackson,PG,32.0,LAC,52.0,38.0,25.7,4.1,9.8,0.418,"0,418",1.5,4.2,0.35,2.6,5.6,0.469,0.493,1.2,1.3,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9,Bad
Reggie Jackson,PG,32.0,DEN,3.0,0.0,18.7,2.3,7.7,0.304,"0,304",1.7,5.0,0.333,0.7,2.7,0.25,0.413,1.0,1.3,0.75,0.3,1.7,2.0,3.0,0.7,0.3,0.7,2.0,7.3,Bad
LeBron James,PF,38.0,LAL,47.0,47.0,36.1,11.3,22.6,0.501,"0,501",2.1,6.9,0.308,9.2,15.7,0.587,0.549,4.8,6.3,0.759,1.2,7.2,8.4,6.9,0.9,0.6,3.1,1.7,29.5,Good
Ty Jerome,SG,25.0,GSW,39.0,2.0,18.4,2.9,5.6,0.509,"0,509",0.8,2.0,0.41,2.1,3.6,0.563,0.582,0.9,0.9,0.919,0.2,1.5,1.7,2.9,0.5,0.1,0.7,1.5,7.4,Bad
Isaiah Joe,SG,23.0,OKC,52.0,4.0,16.4,2.9,6.1,0.478,"0,478",2.2,4.9,0.453,0.7,1.2,0.581,0.66,0.9,1.2,0.817,0.3,2.0,2.3,1.1,0.6,0.1,0.5,1.4,9.0,Bad
Alize Johnson,PF,26.0,SAS,4.0,0.0,7.5,0.8,1.5,0.5,"0,500",0.0,0.5,0.0,0.8,1.0,0.75,0.5,0.3,0.5,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,Bad
Cameron Johnson,PF,26.0,TOT,22.0,21.0,26.1,5.0,10.8,0.466,"0,466",2.6,6.3,0.41,2.5,4.5,0.545,0.586,1.7,2.1,0.809,0.7,3.0,3.7,1.5,1.0,0.4,0.5,1.7,14.4,Bad
Cameron Johnson,PF,26.0,PHO,17.0,16.0,25.2,4.8,10.2,0.474,"0,474",2.6,5.8,0.455,2.2,4.4,0.5,0.604,1.6,1.9,0.818,0.8,3.0,3.8,1.5,0.9,0.4,0.6,1.7,13.9,Bad
Cameron Johnson,PF,26.0,BRK,5.0,5.0,29.0,5.8,13.0,0.446,"0,446",2.4,8.0,0.3,3.4,5.0,0.68,0.538,2.2,2.8,0.786,0.4,2.8,3.2,1.6,1.4,0.4,0.0,1.8,16.2,Bad
Jalen Johnson,SF,21.0,ATL,57.0,6.0,14.3,2.0,4.2,0.479,"0,479",0.4,1.4,0.284,1.6,2.8,0.579,0.527,0.7,1.1,0.661,0.7,3.1,3.8,0.9,0.5,0.5,0.5,1.4,5.2,Bad
James Johnson,PF,35.0,IND,12.0,1.0,8.2,0.8,2.3,0.37,"0,370",0.3,0.8,0.3,0.6,1.4,0.412,0.426,0.3,0.3,0.75,0.2,1.2,1.3,0.6,0.3,0.4,0.4,2.0,2.2,Bad
Keldon Johnson,SF,23.0,SAS,54.0,54.0,32.6,7.8,17.4,0.446,"0,446",2.1,6.5,0.324,5.7,10.9,0.519,0.506,4.1,5.3,0.774,0.9,4.0,4.8,2.8,0.7,0.2,2.1,1.9,21.8,Good
Keon Johnson,SG,20.0,POR,30.0,0.0,10.0,1.6,4.4,0.366,"0,366",0.7,2.0,0.367,0.9,2.4,0.366,0.45,0.4,0.7,0.571,0.3,0.9,1.2,1.1,0.5,0.1,1.0,1.0,4.3,Bad
Stanley Johnson,SF,26.0,SAS,30.0,0.0,15.6,2.2,4.1,0.533,"0,533",0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,Bad
Nikola Jokić,C,27.0,DEN,54.0,54.0,33.7,9.4,14.9,0.633,"0,633",0.8,2.1,0.398,8.6,12.8,0.671,0.661,5.1,6.2,0.824,2.3,9.4,11.7,10.0,1.3,0.7,3.6,2.6,24.8,Good
Carlik Jones,PG,25.0,CHI,2.0,0.0,11.5,0.5,2.5,0.2,"0,200",0.0,0.5,0.0,0.5,2.0,0.25,0.2,0.5,2.0,0.25,0.5,1.0,1.5,1.0,0.0,0.0,0.5,0.5,1.5,Bad
Damian Jones,C,27.0,TOT,24.0,1.0,8.2,1.0,1.7,0.561,"0,561",0.0,0.1,0.0,1.0,1.6,0.605,0.561,0.7,0.9,0.727,0.8,1.8,2.6,0.2,0.1,0.6,0.4,0.9,2.6,Bad
Damian Jones,C,27.0,LAL,22.0,1.0,8.0,0.9,1.7,0.541,"0,541",0.0,0.1,0.0,0.9,1.5,0.588,0.541,0.7,0.9,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5,Bad
Damian Jones,C,27.0,UTA,2.0,0.0,10.5,1.5,2.0,0.75,"0,750",0.0,0.0,,1.5,2.0,0.75,0.75,0.5,1.0,0.5,1.0,2.5,3.5,0.5,0.0,1.0,0.5,2.0,3.5,Bad
Derrick Jones Jr.,SF,25.0,CHI,48.0,0.0,14.7,1.8,3.6,0.506,"0,506",0.4,1.1,0.327,1.5,2.5,0.588,0.557,1.1,1.4,0.794,1.0,1.5,2.5,0.6,0.5,0.6,0.4,1.4,5.2,Bad
Herbert Jones,SF,24.0,NOP,46.0,46.0,28.7,3.3,7.6,0.44,"0,440",0.7,2.6,0.28,2.6,5.0,0.522,0.487,2.0,2.7,0.748,1.3,2.5,3.9,2.2,1.6,0.7,1.3,3.2,9.4,Bad
Kai Jones,C,22.0,CHO,29.0,0.0,8.9,1.1,2.1,0.533,"0,533",0.1,0.4,0.273,1.0,1.7,0.592,0.558,0.3,0.5,0.714,0.7,1.2,1.9,0.2,0.3,0.4,0.3,1.1,2.7,Bad
Tre Jones,PG,23.0,SAS,52.0,52.0,29.3,4.9,11.3,0.436,"0,436",0.7,2.5,0.265,4.3,8.8,0.486,0.466,2.2,2.5,0.891,0.8,2.8,3.6,6.3,1.3,0.2,1.8,1.4,12.8,Bad
Tyus Jones,PG,26.0,MEM,59.0,9.0,22.9,3.7,8.5,0.432,"0,432",1.5,3.9,0.377,2.2,4.6,0.478,0.518,1.0,1.2,0.806,0.4,1.8,2.2,4.6,1.0,0.1,0.9,0.4,9.8,Bad
DeAndre Jordan,C,34.0,DEN,34.0,5.0,14.6,2.2,2.8,0.771,"0,771",0.0,0.0,0.001,2.1,2.8,0.768,0.776,0.5,1.2,0.439,1.2,3.7,4.9,0.9,0.2,0.6,1.2,1.9,4.9,Bad
Cory Joseph,PG,31.0,DET,43.0,2.0,16.0,1.7,4.4,0.388,"0,388",0.6,2.0,0.314,1.1,2.4,0.451,0.46,0.7,0.9,0.769,0.2,1.1,1.3,3.2,0.4,0.1,0.7,1.5,4.7,Bad
Nikola Jović,PF,19.0,MIA,15.0,8.0,13.6,1.9,4.6,0.406,"0,406",0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,Bad
Mfiondu Kabengele,PF,25.0,BOS,2.0,0.0,7.0,0.5,1.0,0.5,"0,500",0.0,0.5,0.0,0.5,0.5,0.001,0.5,0.0,0.0,,1.5,1.0,2.5,0.0,0.0,0.0,0.5,1.5,1.0,Bad
Frank Kaminsky,C,29.0,TOT,29.0,0.0,6.9,0.9,1.8,0.51,"0,510",0.4,0.9,0.423,0.5,0.9,0.6,0.618,0.5,0.6,0.875,0.1,1.2,1.4,0.9,0.2,0.1,0.3,0.8,2.7,Bad
Frank Kaminsky,C,29.0,ATL,26.0,0.0,6.8,1.0,1.7,0.568,"0,568",0.4,0.9,0.478,0.5,0.8,0.667,0.693,0.4,0.5,0.833,0.1,1.3,1.4,0.8,0.2,0.0,0.3,0.8,2.7,Bad
Frank Kaminsky,C,29.0,HOU,3.0,0.0,8.0,0.3,2.3,0.143,"0,143",0.0,1.0,0.0,0.3,1.3,0.25,0.143,1.3,1.3,0.001,0.3,1.0,1.3,2.0,0.3,0.7,0.0,0.3,2.0,Bad
Trevor Keels,SG,19.0,NYK,1.0,0.0,1.0,0.0,1.0,0.0,"0,000",0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bad
Luke Kennard,SG,26.0,TOT,38.0,11.0,20.8,2.8,5.9,0.465,"0,465",1.7,3.8,0.462,1.0,2.2,0.47,0.611,0.6,0.6,0.958,0.2,2.1,2.3,1.1,0.5,0.1,0.8,1.4,7.9,Bad
Luke Kennard,SG,26.0,LAC,35.0,11.0,20.7,2.8,6.0,0.464,"0,464",1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,Bad
Luke Kennard,SG,26.0,MEM,3.0,0.0,22.3,2.3,5.0,0.467,"0,467",2.3,3.7,0.636,0.0,1.3,0.0,0.7,1.3,1.3,0.001,0.3,1.3,1.7,1.7,0.0,0.0,0.0,2.0,8.3,Bad
Walker Kessler,C,21.0,UTA,59.0,25.0,21.6,3.6,5.0,0.712,"0,712",0.0,0.0,0.001,3.5,5.0,0.711,0.714,1.1,2.0,0.534,2.9,5.0,7.9,0.8,0.4,2.2,0.8,2.2,8.2,Bad
Braxton Key,SF,25.0,DET,3.0,0.0,3.0,0.3,0.3,0.001,"1,000",0.0,0.0,,0.3,0.3,0.001,0.001,0.7,0.7,0.001,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,Bad
Corey Kispert,SF,23.0,WAS,52.0,32.0,27.0,3.3,6.8,0.476,"0,476",1.8,4.5,0.408,1.4,2.3,0.607,0.61,1.0,1.1,0.864,0.4,2.3,2.7,1.2,0.6,0.1,0.8,1.3,9.3,Bad
Maxi Kleber,C,31.0,DAL,22.0,0.0,25.6,2.3,4.7,0.49,"0,490",1.1,3.0,0.369,1.2,1.8,0.692,0.606,0.5,0.6,0.786,0.9,2.7,3.5,1.0,0.3,1.0,0.6,2.2,6.2,Bad
Nathan Knight,PF,25.0,MIN,34.0,0.0,8.1,1.3,2.2,0.573,"0,573",0.2,0.6,0.381,1.0,1.6,0.648,0.627,1.1,1.6,0.679,0.6,0.9,1.5,0.4,0.3,0.2,0.6,1.1,3.8,Bad
Kevin Knox,PF-SF,23.0,TOT,46.0,1.0,13.3,1.8,4.0,0.464,"0,464",0.9,2.6,0.361,0.9,1.4,0.656,0.582,0.6,0.8,0.8,0.5,2.0,2.4,0.3,0.3,0.3,0.7,1.7,5.2,Bad
Kevin Knox,PF,23.0,DET,42.0,1.0,14.1,2.0,4.3,0.469,"0,469",1.0,2.8,0.371,1.0,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,Bad
Kevin Knox,SF,23.0,POR,4.0,0.0,5.0,0.3,1.0,0.25,"0,250",0.0,0.8,0.0,0.3,0.3,0.001,0.25,0.5,0.5,0.001,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.3,1.0,Bad
Christian Koloko,C,22.0,TOR,46.0,19.0,14.4,1.3,2.7,0.484,"0,484",0.0,0.2,0.111,1.3,2.5,0.513,0.488,0.8,1.2,0.66,1.5,1.7,3.2,0.5,0.3,1.0,0.4,2.4,3.4,Bad
John Konchar,SG,26.0,MEM,51.0,22.0,22.1,2.2,5.0,0.439,"0,439",1.0,2.8,0.366,1.2,2.2,0.531,0.541,0.5,0.5,0.852,0.9,3.8,4.7,1.4,1.0,0.3,0.6,1.5,5.9,Bad
Furkan Korkmaz,SG,25.0,PHI,25.0,0.0,10.2,1.3,3.1,0.41,"0,410",0.5,1.4,0.343,0.8,1.7,0.465,0.487,0.8,1.2,0.655,0.2,0.9,1.2,0.7,0.2,0.1,0.6,0.4,3.8,Bad
Luke Kornet,C,27.0,BOS,53.0,0.0,11.6,1.6,2.3,0.697,"0,697",0.1,0.2,0.333,1.5,2.1,0.726,0.709,0.5,0.6,0.853,1.2,1.6,2.8,0.7,0.2,0.8,0.4,1.3,3.8,Bad
Vit Krejci,PG,22.0,ATL,22.0,0.0,5.5,0.5,1.3,0.379,"0,379",0.2,0.8,0.278,0.3,0.5,0.545,0.466,0.0,0.1,0.5,0.1,0.5,0.6,0.5,0.1,0.0,0.2,0.5,1.3,Bad
